520823,MEAN,12
520830,MEAN,68
521193,MEAN,16
521199,MEAN,81
521491,MEAN,70
521689,MEAN,74
522805,MEAN,36
522822,MEAN,83
522835,MEAN,60
522854,MEAN,49
523838,MEAN,25
523854,MEAN,31
524176,MEAN,84
524358,MEAN,35
524376,MEAN,28
524377,MEAN,43
524494,MEAN,31
524498,MEAN,52
524502,MEAN,12
524504,MEAN,25
526215,MEAN,36
526218,MEAN,46
526256,MEAN,17
526281,MEAN,69
526282,MEAN,20
526296,MEAN,74
526774,MEAN,29
527878,MEAN,45
528729,MEAN,13
529257,MEAN,76
529259,MEAN,38
529260,MEAN,14
529262,MEAN,55
529306,MEAN,11
529423,MEAN,60
529450,MEAN,36
533884,MEAN,53
534094,MEAN,67
534096,MEAN,67
534106,MEAN,35
534787,MEAN,36
534795,MEAN,75
534797,MEAN,18
534802,MEAN,27
535337,MEAN,5
535343,MEAN,68
535543,MEAN,17
535560,MEAN,30
535900,MEAN,34
535936,MEAN,8
538286,MEAN,37
538287,MEAN,58
539050,MEAN,66
539265,MEAN,51
539267,MEAN,27
539269,MEAN,71
539272,MEAN,46
539289,MEAN,23
539354,MEAN,40
539359,MEAN,73
543453,MEAN,66
544348,MEAN,40
544583,MEAN,20
544591,MEAN,57
544593,MEAN,34
544877,MEAN,69
544890,MEAN,73
545044,MEAN,19
545936,MEAN,11
545970,MEAN,29
546190,MEAN,60
546206,MEAN,31
546286,MEAN,57
547901,MEAN,47
547907,MEAN,10
547908,MEAN,40
547916,MEAN,8
548267,MEAN,77
548268,MEAN,44
548303,MEAN,14
548505,MEAN,55
548524,MEAN,84
549028,MEAN,14
549208,MEAN,67
549522,MEAN,83
549531,MEAN,56
549587,MEAN,42
550667,MEAN,28
551598,MEAN,34
552306,MEAN,39
552311,MEAN,53
553982,MEAN,80
553993,MEAN,66
554088,MEAN,24
554761,MEAN,26
554764,MEAN,64
554979,MEAN,71
554986,MEAN,59
555589,MEAN,40
555741,MEAN,74
555845,MEAN,7
555848,MEAN,56
555957,MEAN,25
1064097,MEAN,26
1065065,MEAN,8
1065067,MEAN,75
1065097,MEAN,16
1065317,MEAN,39
1069669,MEAN,7
1079830,MEAN,79
1079844,MEAN,83
1079862,MEAN,81
1079897,MEAN,48
1079899,MEAN,56
1079941,MEAN,52
1079947,MEAN,16
1083417,MEAN,45
1084249,MEAN,32
1084356,MEAN,55
1087200,MEAN,42
1087479,MEAN,69
1087493,MEAN,73
1087494,MEAN,67
1087849,MEAN,49
1087854,MEAN,12
1090576,MEAN,71
1090579,MEAN,68
1090586,MEAN,21
1090597,MEAN,35
1097728,MEAN,61
1097745,MEAN,52
1112616,MEAN,77
1129022,MEAN,31
1131894,MEAN,70
1131903,MEAN,10
1134663,MEAN,7
1140754,MEAN,50
1140947,MEAN,72
1142259,MEAN,27
1142326,MEAN,70
1145186,MEAN,71
1156911,MEAN,50
1156914,MEAN,74
1156915,MEAN,83
1156929,MEAN,68
1156940,MEAN,20
1159172,MEAN,14
1164417,MEAN,27
1166577,MEAN,9
1168905,MEAN,28
1168907,MEAN,56
1168908,MEAN,20
1174938,MEAN,41
1174954,MEAN,58
1175098,MEAN,64
1175844,MEAN,46
1175849,MEAN,30
1175879,MEAN,55
1175882,MEAN,18
1175883,MEAN,26
1175885,MEAN,39
1175887,MEAN,30
1175894,MEAN,50
1175930,MEAN,68
1177937,MEAN,32
1177948,MEAN,75
1177952,MEAN,12
1177989,MEAN,56
1180427,MEAN,70
1180440,MEAN,54
1180446,MEAN,60
1180449,MEAN,84
1180454,MEAN,41
1180459,MEAN,54
1180474,MEAN,47
1180475,MEAN,12
1180854,MEAN,57
1181814,MEAN,42
1181817,MEAN,81
1181876,MEAN,77
1183196,MEAN,28
1183223,MEAN,53
1183236,MEAN,24
1183245,MEAN,20
1184090,MEAN,84
1184091,MEAN,22
1184227,MEAN,42
1185535,MEAN,79
1185537,MEAN,50
1185565,MEAN,40
1185566,MEAN,42
1187893,MEAN,43
1187924,MEAN,80
1188073,MEAN,61
1188076,MEAN,48
1190172,MEAN,83
1192804,MEAN,36
1198251,MEAN,82
1198254,MEAN,10
1198257,MEAN,71
1198258,MEAN,44
1198259,MEAN,75
1199622,MEAN,25
1199626,MEAN,25
1200429,MEAN,85
1201139,MEAN,51
1201142,MEAN,14
1201146,MEAN,15
1201148,MEAN,36
1201156,MEAN,34
1201174,MEAN,80
1208877,MEAN,13
1208895,MEAN,37
1208942,MEAN,8
1208953,MEAN,6
1208954,MEAN,31
1215485,MEAN,54
1215489,MEAN,70
1215493,MEAN,63
1215497,MEAN,74
1216327,MEAN,40
1216330,MEAN,72
1224857,MEAN,28
1224872,MEAN,27
1224873,MEAN,69
1236926,MEAN,25
1236937,MEAN,7
1236951,MEAN,13
1236960,MEAN,15
1236961,MEAN,33
1240050,MEAN,42
1240310,MEAN,15
1240403,MEAN,11
1240446,MEAN,38
1241131,MEAN,8
1241178,MEAN,67
1241430,MEAN,43
1241771,MEAN,84
1241834,MEAN,7
1241955,MEAN,52
1241961,MEAN,37
1242045,MEAN,45
1242224,MEAN,55
1242225,MEAN,62
1242228,MEAN,28
1243240,MEAN,14
1247379,MEAN,5
1247613,MEAN,35
1253473,MEAN,16
1253654,MEAN,62
1253762,MEAN,52
1253766,MEAN,5
1257553,MEAN,69
1261533,MEAN,8
1261536,MEAN,67
1262556,MEAN,64
1262758,MEAN,18
1266024,MEAN,52
1266033,MEAN,35
1266352,MEAN,80
1266379,MEAN,19
1266387,MEAN,71
1266388,MEAN,31
1266400,MEAN,85
1269433,MEAN,7
1269435,MEAN,54
1269448,MEAN,56
1269449,MEAN,77
1269452,MEAN,80
1269457,MEAN,73
1269459,MEAN,21
1269463,MEAN,27
1274273,MEAN,81
1274275,MEAN,63
1274281,MEAN,5
1274303,MEAN,60
1274327,MEAN,67
1277826,MEAN,59
1277850,MEAN,8
1277929,MEAN,55
1277945,MEAN,18
1280340,MEAN,74
1280398,MEAN,14
1280926,MEAN,60
1282590,MEAN,74
1283153,MEAN,83
1291370,MEAN,54
1291379,MEAN,34
1291385,MEAN,52
1291405,MEAN,39
1297576,MEAN,7
1297581,MEAN,8
1297588,MEAN,60
1297608,MEAN,59
1297614,MEAN,66
1297615,MEAN,73
1297617,MEAN,81
1297619,MEAN,81
1297624,MEAN,23
1297634,MEAN,41
1298305,MEAN,30
1298312,MEAN,60
1298318,MEAN,28
1298328,MEAN,47
1298335,MEAN,15
1298337,MEAN,64
1308854,MEAN,67
1308867,MEAN,18
1308868,MEAN,9
1309618,MEAN,32
1309620,MEAN,52
1311735,MEAN,83
1312310,MEAN,59
1314890,MEAN,23
1314893,MEAN,48
1315334,MEAN,85
1315342,MEAN,40
1325232,MEAN,68
1325272,MEAN,39
1326200,MEAN,61
1327669,MEAN,58
1334186,MEAN,73
1334191,MEAN,7
1334241,MEAN,34
1343580,MEAN,24
1343583,MEAN,69
1351193,MEAN,53
1352345,MEAN,84
1352351,MEAN,71
1352364,MEAN,13
1352374,MEAN,60
1352378,MEAN,24
1360671,MEAN,7
1361775,MEAN,49
1361795,MEAN,63
1363720,MEAN,35
1364520,MEAN,64
1367833,MEAN,5
1367836,MEAN,36
1368974,MEAN,52
1368976,MEAN,39
1368982,MEAN,76
1369001,MEAN,21
1373611,MEAN,61
1373664,MEAN,71
1374667,MEAN,25
1379641,MEAN,84
1379645,MEAN,69
1379653,MEAN,52
1382202,MEAN,15
1382224,MEAN,46
1382227,MEAN,50
1386666,MEAN,77
1386687,MEAN,82
1386704,MEAN,43
1386726,MEAN,55
1388207,MEAN,7
1389708,MEAN,63
1389847,MEAN,48
1395360,MEAN,62
1397818,MEAN,31
1402285,MEAN,43
1402287,MEAN,48
1402303,MEAN,68
1402306,MEAN,47
1403757,MEAN,12
1403758,MEAN,18
1410761,MEAN,59
1413547,MEAN,78
1413552,MEAN,64
1413988,MEAN,9
1413999,MEAN,63
1414001,MEAN,53
1414017,MEAN,57
1414018,MEAN,15
1414038,MEAN,50
1414040,MEAN,52
1414055,MEAN,82
1420296,MEAN,85
1420299,MEAN,33
1420300,MEAN,59
1420317,MEAN,66
1420338,MEAN,27
1421401,MEAN,68
1421402,MEAN,8
1421419,MEAN,74
1421423,MEAN,32
1431535,MEAN,77
1431554,MEAN,18
1434735,MEAN,20
1434755,MEAN,10
1434761,MEAN,22
1434781,MEAN,11
1434783,MEAN,60
1435748,MEAN,69
1435763,MEAN,41
1435779,MEAN,30
1435892,MEAN,26
1435906,MEAN,73
1440301,MEAN,81
1440784,MEAN,23
1440867,MEAN,50
1440870,MEAN,72
1440871,MEAN,85
1440872,MEAN,83
1448190,MEAN,45
1456976,MEAN,42
1458347,MEAN,67
1459107,MEAN,57
1459124,MEAN,23
1459128,MEAN,26
1459198,MEAN,80
1459867,MEAN,47
1464385,MEAN,72
1468422,MEAN,14
1469415,MEAN,71
1469503,MEAN,66
1470168,MEAN,5
1470393,MEAN,29
1471788,MEAN,36
1472695,MEAN,49
1473178,MEAN,7
1473179,MEAN,67
1474325,MEAN,85
1475568,MEAN,80
1475595,MEAN,10
1475841,MEAN,79
1475848,MEAN,77
1475863,MEAN,85
1475875,MEAN,56
1475887,MEAN,85
1479317,MEAN,37
1479326,MEAN,27
1479347,MEAN,85
1479378,MEAN,20
1479833,MEAN,79
1481565,MEAN,31
1481570,MEAN,10
1481613,MEAN,50
1483897,MEAN,13
1483908,MEAN,11
1488867,MEAN,85
1489927,MEAN,45
1489930,MEAN,45
1500954,MEAN,70
1501008,MEAN,17
1501013,MEAN,36
1501038,MEAN,62
1508149,MEAN,25
1508150,MEAN,31
1508152,MEAN,49
1508161,MEAN,7
1513247,MEAN,29
1513567,MEAN,46
1513579,MEAN,41
1513598,MEAN,57
1519093,MEAN,29
1519142,MEAN,67
1519354,MEAN,6
1519752,MEAN,52
1522015,MEAN,85
1522198,MEAN,13
1523329,MEAN,15
1524801,MEAN,48
1524812,MEAN,81
1524973,MEAN,24
1524987,MEAN,55
1525180,MEAN,38
1526456,MEAN,59
1526556,MEAN,69
1526573,MEAN,29
1526609,MEAN,22
1526611,MEAN,20
1526618,MEAN,28
1526638,MEAN,76
1532938,MEAN,60
1532970,MEAN,11
1533008,MEAN,36
1533009,MEAN,78
1533017,MEAN,53
1533022,MEAN,62
1533442,MEAN,5
1533466,MEAN,66
1533865,MEAN,78
1533891,MEAN,53
1538591,MEAN,68
1538605,MEAN,9
1538610,MEAN,51
1538611,MEAN,24
1538612,MEAN,71
1543618,MEAN,8
1543627,MEAN,21
1543643,MEAN,44
1544329,MEAN,19
1550238,MEAN,70
1550259,MEAN,19
1550405,MEAN,70
1550589,MEAN,41
1550594,MEAN,22
1550596,MEAN,27
1550608,MEAN,72
1550617,MEAN,40
1550618,MEAN,31
1550620,MEAN,81
1550621,MEAN,33
1550628,MEAN,36
1550629,MEAN,70
1550632,MEAN,22
1550633,MEAN,44
1550641,MEAN,80
1550679,MEAN,29
1550681,MEAN,60
1550814,MEAN,19
1550826,MEAN,48
1550842,MEAN,28
1550871,MEAN,33
1550875,MEAN,41
1550898,MEAN,46
1550910,MEAN,33
1550930,MEAN,31
1550935,MEAN,26
1550941,MEAN,57
1550955,MEAN,63
1550956,MEAN,85
1550966,MEAN,65
1551992,MEAN,34
1551997,MEAN,33
1552030,MEAN,64
1552065,MEAN,5
1553435,MEAN,75
1553446,MEAN,38
1553473,MEAN,53
1555583,MEAN,59
1555594,MEAN,61
1555596,MEAN,5
1555599,MEAN,37
1557723,MEAN,65
1557729,MEAN,74
1557739,MEAN,23
1557850,MEAN,61
1559635,MEAN,11
1559636,MEAN,70
1559722,MEAN,71
1560120,MEAN,15
1560156,MEAN,38
1560381,MEAN,25
1562412,MEAN,60
1562427,MEAN,76
1562436,MEAN,12
1562437,MEAN,64
1562443,MEAN,18
1563969,MEAN,43
1564415,MEAN,34
1564427,MEAN,15
1566323,MEAN,72
1566339,MEAN,44
1566413,MEAN,13
1566427,MEAN,22
1566563,MEAN,25
1566568,MEAN,43
1566572,MEAN,82
1566580,MEAN,62
1566587,MEAN,71
1566626,MEAN,45
1566627,MEAN,65
1566632,MEAN,32
1566644,MEAN,82
1567021,MEAN,70
1567062,MEAN,50
1567213,MEAN,24
1567435,MEAN,79
1569440,MEAN,57
1569640,MEAN,6
1569641,MEAN,30
1569824,MEAN,11
1569832,MEAN,60
1570348,MEAN,23
1570351,MEAN,49
1570354,MEAN,14
1574287,MEAN,71
1574335,MEAN,58
1578582,MEAN,11
1578590,MEAN,83
1579211,MEAN,13
1579215,MEAN,13
1579222,MEAN,72
1579224,MEAN,25
1579231,MEAN,18
1584225,MEAN,48
1584240,MEAN,53
1584405,MEAN,46
1586008,MEAN,31
1586021,MEAN,84
1590009,MEAN,22
1590049,MEAN,46
1590051,MEAN,81
1610114,MEAN,12
1615869,MEAN,7
1615874,MEAN,36
1617109,MEAN,17
1618389,MEAN,62
1618820,MEAN,38
1618944,MEAN,20
1618957,MEAN,70
1618958,MEAN,9
1619408,MEAN,10
1621066,MEAN,62
1622749,MEAN,79
1624835,MEAN,85
1626393,MEAN,78
1626455,MEAN,5
1626460,MEAN,36
1626462,MEAN,7
1626466,MEAN,36
1626471,MEAN,83
1629009,MEAN,6
1634743,MEAN,62
1634845,MEAN,78
1634849,MEAN,20
1635053,MEAN,60
1635553,MEAN,20
1635559,MEAN,47
1635567,MEAN,79
1635708,MEAN,36
1636037,MEAN,28
1636636,MEAN,67
1636653,MEAN,78
1636659,MEAN,50
1637105,MEAN,64
1637924,MEAN,59
1637936,MEAN,31
1654152,MEAN,26
1654185,MEAN,24
1657034,MEAN,47
1660537,MEAN,72
1660539,MEAN,52
1660570,MEAN,73
1661685,MEAN,58
1664572,MEAN,84
1665467,MEAN,68
1676011,MEAN,52
1684260,MEAN,55
1693558,MEAN,62
1693560,MEAN,61
1693563,MEAN,80
1693922,MEAN,23
1693923,MEAN,10
1697802,MEAN,23
1697822,MEAN,23
1698486,MEAN,18
1698488,MEAN,69
1702364,MEAN,10
1702365,MEAN,78
1702545,MEAN,65
1702547,MEAN,35
1705534,MEAN,78
1705535,MEAN,70
1705541,MEAN,84
1712338,MEAN,26
1712341,MEAN,58
1712345,MEAN,35
1713239,MEAN,59
1713247,MEAN,85
1716162,MEAN,35
1750976,MEAN,59
1750999,MEAN,34
1751025,MEAN,23
1751043,MEAN,36
1752232,MEAN,16
1761938,MEAN,46
1761939,MEAN,71
1762324,MEAN,81
1762369,MEAN,77
1762396,MEAN,12
1764019,MEAN,74
1764199,MEAN,36
1764200,MEAN,14
1764726,MEAN,41
1764730,MEAN,77
1764748,MEAN,33
1764757,MEAN,38
1764758,MEAN,11
1766357,MEAN,84
1766476,MEAN,67
1766925,MEAN,35
1769371,MEAN,80
1769405,MEAN,16
1769406,MEAN,36
1769413,MEAN,69
1769483,MEAN,25
1769514,MEAN,43
1774569,MEAN,8
1779267,MEAN,36
1779269,MEAN,57
1779296,MEAN,19
1779297,MEAN,82
1779298,MEAN,22
1779377,MEAN,83
1779398,MEAN,72
1779617,MEAN,43
1781432,MEAN,20
1781447,MEAN,5
1781451,MEAN,45
1781463,MEAN,84
1781565,MEAN,9
1781566,MEAN,84
1781578,MEAN,42
1781624,MEAN,31
1781656,MEAN,81
1781690,MEAN,12
1781709,MEAN,68
1781718,MEAN,43
1781748,MEAN,70
1781779,MEAN,55
1781938,MEAN,16
1781939,MEAN,7
1783850,MEAN,22
1784104,MEAN,43
1784567,MEAN,52
1784583,MEAN,18
1784606,MEAN,82
1784609,MEAN,5
1784617,MEAN,69
1784633,MEAN,53
1784640,MEAN,49
1784642,MEAN,18
1784643,MEAN,63
1784644,MEAN,41
1784654,MEAN,81
1784668,MEAN,54
1784677,MEAN,9
1784682,MEAN,58
1784731,MEAN,17
1784732,MEAN,59
1784735,MEAN,6
1784744,MEAN,7
1784754,MEAN,63
1784771,MEAN,25
1784789,MEAN,65
1784814,MEAN,57
1784818,MEAN,16
1785365,MEAN,39
1794253,MEAN,11
1794254,MEAN,41
1794452,MEAN,68
1794465,MEAN,82
1794466,MEAN,26
1794469,MEAN,54
1794471,MEAN,65
1794485,MEAN,56
1794488,MEAN,40
1794491,MEAN,43
1794492,MEAN,59
1794493,MEAN,82
1794494,MEAN,9
1794497,MEAN,52
1794511,MEAN,69
1794519,MEAN,85
1794525,MEAN,85
1794532,MEAN,9
1794625,MEAN,20
1794671,MEAN,32
1796542,MEAN,11
1796543,MEAN,31
1796862,MEAN,27
1796891,MEAN,75
1796956,MEAN,76
1797001,MEAN,35
1797029,MEAN,62
1797073,MEAN,84
1797163,MEAN,47
1797179,MEAN,18
1800845,MEAN,38
1800848,MEAN,83
1802727,MEAN,11
1802740,MEAN,44
1802871,MEAN,14
1804104,MEAN,65
1804259,MEAN,23
1804265,MEAN,21
1805445,MEAN,77
1808051,MEAN,9
1808097,MEAN,70
1808456,MEAN,20
1808482,MEAN,83
1810248,MEAN,41
1810250,MEAN,62
1810307,MEAN,72
1810515,MEAN,14
1810535,MEAN,63
1810541,MEAN,52
1817647,MEAN,71
1817692,MEAN,65
1819366,MEAN,15
1819392,MEAN,54
1820755,MEAN,44
1820778,MEAN,28
1820788,MEAN,31
1821019,MEAN,76
1821022,MEAN,75
1821023,MEAN,32
1821024,MEAN,74
1821028,MEAN,7
1821033,MEAN,54
1821337,MEAN,46
1821338,MEAN,72
1824745,MEAN,65
1824748,MEAN,42
1824751,MEAN,11
1824758,MEAN,61
1824772,MEAN,73
1828149,MEAN,80
1828735,MEAN,24
1829425,MEAN,52
1831475,MEAN,62
1831486,MEAN,29
1831487,MEAN,82
1831737,MEAN,30
1831738,MEAN,39
1831760,MEAN,32
1831762,MEAN,10
1832131,MEAN,77
1832136,MEAN,49
1832149,MEAN,36
1832184,MEAN,21
1832208,MEAN,22
1838423,MEAN,17
1838902,MEAN,36
1839088,MEAN,36
1839112,MEAN,16
1839129,MEAN,42
1839864,MEAN,80
1845152,MEAN,84
1845153,MEAN,34
1847446,MEAN,5
1847451,MEAN,55
1847527,MEAN,22
1847683,MEAN,23
1847689,MEAN,76
1847815,MEAN,30
1847816,MEAN,38
1847819,MEAN,25
1847823,MEAN,72
1847837,MEAN,39
1849920,MEAN,8
1849925,MEAN,71
1851010,MEAN,18
1851017,MEAN,66
1851018,MEAN,44
1851378,MEAN,18
1851704,MEAN,79
1851952,MEAN,46
1851963,MEAN,37
1852113,MEAN,34
1852268,MEAN,42
1852271,MEAN,50
1852293,MEAN,15
1852321,MEAN,15
1852397,MEAN,42
1852556,MEAN,35
1852916,MEAN,70
1852917,MEAN,20
1852919,MEAN,52
1853105,MEAN,45
1854904,MEAN,12
1854908,MEAN,38
1855065,MEAN,83
1859973,MEAN,31
1859980,MEAN,77
1859988,MEAN,64
1860070,MEAN,77
1865380,MEAN,76
1865537,MEAN,63
1866019,MEAN,52
1867808,MEAN,40
1867816,MEAN,39
1868017,MEAN,79
1868032,MEAN,80
1868083,MEAN,49
1868721,MEAN,38
1868738,MEAN,73
1871588,MEAN,18
1871598,MEAN,13
1872030,MEAN,37
1874716,MEAN,59
1874718,MEAN,23
1874722,MEAN,33
1876216,MEAN,8
1877802,MEAN,7
1877813,MEAN,81
1878496,MEAN,47
1884131,MEAN,85
1884155,MEAN,72
1884157,MEAN,29
1885249,MEAN,47
1885552,MEAN,61
1885798,MEAN,67
1887535,MEAN,77
1888714,MEAN,70
1888725,MEAN,18
1890293,MEAN,62
1890550,MEAN,46
1891306,MEAN,17
1891315,MEAN,75
1891438,MEAN,70
1891439,MEAN,38
1892014,MEAN,66
1892551,MEAN,11
1894803,MEAN,72
1894974,MEAN,79
1894983,MEAN,66
1896160,MEAN,17
1896161,MEAN,38
1896174,MEAN,48
1899490,MEAN,35
1903355,MEAN,26
1903357,MEAN,36
1904176,MEAN,32
1904193,MEAN,67
1904225,MEAN,75
1904437,MEAN,78
1904445,MEAN,73
1905915,MEAN,80
1906741,MEAN,65
1906806,MEAN,69
1906816,MEAN,75
1906819,MEAN,75
1906828,MEAN,66
1910594,MEAN,6
1913056,MEAN,20
1913171,MEAN,34
1913175,MEAN,60
1913177,MEAN,79
1913528,MEAN,39
1913602,MEAN,75
1913915,MEAN,51
1913938,MEAN,60
1913939,MEAN,8
1914073,MEAN,45
1914074,MEAN,51
1914078,MEAN,56
1914085,MEAN,21
1914240,MEAN,77
1914243,MEAN,36
1914252,MEAN,48
1914255,MEAN,53
1914282,MEAN,22
1915596,MEAN,67
1915605,MEAN,68
1915607,MEAN,46
1915612,MEAN,75
1915628,MEAN,22
1915640,MEAN,82
1915642,MEAN,5
1915648,MEAN,61
1919363,MEAN,16
1919379,MEAN,51
1919386,MEAN,19
1919387,MEAN,79
1919427,MEAN,21
1920547,MEAN,76
1924504,MEAN,75
1925059,MEAN,42
1925106,MEAN,44
1925118,MEAN,70
1929055,MEAN,11
1929101,MEAN,79
1931439,MEAN,49
1931598,MEAN,8
1931600,MEAN,62
1931606,MEAN,31
1933427,MEAN,40
1933430,MEAN,34
1933438,MEAN,68
1933535,MEAN,69
1933542,MEAN,57
1933543,MEAN,44
1934353,MEAN,70
1934382,MEAN,47
1936985,MEAN,83
1936999,MEAN,64
1939729,MEAN,10
1939830,MEAN,69
1939837,MEAN,28
1939983,MEAN,12
1939989,MEAN,75
1940006,MEAN,83
1940016,MEAN,45
1940263,MEAN,11
1940310,MEAN,34
1940311,MEAN,66
1940326,MEAN,64
1941734,MEAN,16
1941736,MEAN,73
1941739,MEAN,27
1941741,MEAN,46
1942115,MEAN,8
1942174,MEAN,66
1942178,MEAN,38
1947969,MEAN,85
1947993,MEAN,78
1948011,MEAN,22
1949403,MEAN,65
1949820,MEAN,63
1949836,MEAN,34
1950208,MEAN,20
1950346,MEAN,67
1950430,MEAN,60
1950473,MEAN,18
1950500,MEAN,26
1950508,MEAN,85
1950696,MEAN,6
1950708,MEAN,36
1955417,MEAN,63
1955435,MEAN,57
1963323,MEAN,31
1963330,MEAN,42
1965476,MEAN,25
1968156,MEAN,39
1968159,MEAN,28
1968166,MEAN,75
1968179,MEAN,44
1968184,MEAN,32
1968186,MEAN,69
1968188,MEAN,45
1968191,MEAN,34
1968195,MEAN,82
1968211,MEAN,80
1968216,MEAN,58
1968218,MEAN,23
1968223,MEAN,9
1968224,MEAN,76
1968225,MEAN,28
1968228,MEAN,34
1968230,MEAN,68
1968274,MEAN,70
1968287,MEAN,24
1968293,MEAN,10
1968296,MEAN,10
1968304,MEAN,42
1968311,MEAN,28
1968314,MEAN,67
1968335,MEAN,35
1968345,MEAN,78
1968363,MEAN,20
1968370,MEAN,5
1968374,MEAN,13
1968387,MEAN,62
1968400,MEAN,21
1968411,MEAN,77
1968412,MEAN,9
1968433,MEAN,17
1968453,MEAN,26
1968458,MEAN,27
1968469,MEAN,30
1968472,MEAN,51
1968478,MEAN,44
1968482,MEAN,76
1968505,MEAN,56
1968509,MEAN,46
1968514,MEAN,17
1968524,MEAN,72
1968528,MEAN,76
1968531,MEAN,6
1968533,MEAN,12
1968558,MEAN,8
1968585,MEAN,38
1968592,MEAN,73
1968593,MEAN,67
1968602,MEAN,79
1968611,MEAN,84
1968622,MEAN,34
1968636,MEAN,12
1968639,MEAN,77
1968653,MEAN,17
1968655,MEAN,39
1968660,MEAN,24
1968665,MEAN,9
